ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
125236,Peter Dale Varellas,M,23.0,191.0,89.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
125245,Dniel Rudolf Varga,M,24.0,201.0,96.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
125247,Dnes Andor Varga,M,21.0,193.0,96.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
125267,Tams Varga,M,29.0,201.0,105.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
125267,Tams Varga,M,33.0,201.0,105.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
125271,Zsolt Varga,M,28.0,193.0,96.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
125307,Laura Vargas Koch,F,26.0,173.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Bronze
125317,Attila Vri,M,24.0,200.0,93.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
125317,Attila Vri,M,28.0,200.0,93.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
125337,"Jacob Stephen ""Jake"" Varner",M,26.0,185.0,96.0,United States,USA,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
125343,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Silver
125365,Mara del Monte Vasc Pes Gallardo,F,24.0,157.0,45.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 20 kilometres Walk,Bronze
125421,Yelena Vasilyevna Vasilevskaya,F,22.0,176.0,68.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
125422,Vadims Vasievskis,M,22.0,188.0,102.0,Latvia,LAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,Silver
125451,Yekaterina Aleksandrovna Vasilyeva,F,24.0,172.0,66.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
125452,Yuliya Olegovna Vasilyeva,F,22.0,177.0,60.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
125462,Jugoslav Vasovi,M,26.0,196.0,87.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Bronze
125499,Alexis Alain Vastine,M,21.0,184.0,69.0,France,FRA,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Bronze
125504,Olga Petrovna Vasyukova,F,20.0,170.0,56.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
125562,Georgios Vazagkasvili,M,26.0,163.0,66.0,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Lightweight,Bronze
125564,Alla Ivanovna Vazhenina,F,25.0,175.0,75.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Heavyweight,Silver
125629,Stephan Patrick Veen,M,30.0,180.0,68.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
125632,Jacobine Liduina Veenhoven,F,28.0,183.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
125633,Mark Hermanus Maria Veens,M,26.0,189.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
125635,Myrna Veenstra,F,25.0,176.0,62.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
125640,Klaas Willem Veering,M,22.0,190.0,86.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
125653,Manuel Alberto Vega Tamayo,M,29.0,191.0,85.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,25.0,182.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,29.0,182.0,67.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,33.0,182.0,67.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,Bronze
125745,"Magdalena Johanna Maria ""Marleen"" Veldhuis",F,33.0,182.0,67.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
125754,"Anamari ""Ana"" Velenek",F,25.0,178.0,78.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Heavyweight,Bronze
125779,Sofiya Aleksandrovna Velikaya,F,27.0,175.0,70.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Sabre, Individual",Silver
125779,Sofiya Aleksandrovna Velikaya,F,31.0,175.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",Silver
125779,Sofiya Aleksandrovna Velikaya,F,31.0,175.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Gold
125781,Radoslav Marinov Velikov,M,24.0,160.0,55.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
125792,Stefana Veljkovi,F,26.0,190.0,76.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
125797,Adam Joseph Vella,M,33.0,178.0,92.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Bronze
125804,Matthijs Vellenga,M,26.0,200.0,93.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
125813,Alessandro Velotto,M,21.0,186.0,85.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
125841,Erik K. Vendt,M,19.0,180.0,75.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Individual Medley,Silver
125841,Erik K. Vendt,M,23.0,180.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Individual Medley,Silver
125841,Erik K. Vendt,M,27.0,180.0,75.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
125844,"Johanna Annechien ""Anneke"" Venema",F,29.0,181.0,70.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
125851,Simone Venier,M,23.0,196.0,94.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
125882,Michelle Venturella,F,27.0,175.0,72.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
125907,Norge Luis Vera Peralta,M,29.0,191.0,90.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
125907,Norge Luis Vera Peralta,M,33.0,191.0,90.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
125907,Norge Luis Vera Peralta,M,37.0,191.0,90.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
125914,Sibelis Veranes Morell,F,26.0,164.0,70.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Middleweight,Gold
125928,Tonya Lynn Verbeek,F,26.0,165.0,55.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver
125928,Tonya Lynn Verbeek,F,30.0,165.0,55.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
125928,Tonya Lynn Verbeek,F,34.0,165.0,55.0,Canada,CAN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver
125931,"Joachim Hermanus Jacobus ""Jochem"" Verberne",M,22.0,190.0,86.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
125935,Aleksey Igoryevich Verbov,M,22.0,183.0,79.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
125935,Aleksey Igoryevich Verbov,M,26.0,183.0,79.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
125943,David Verburg,M,25.0,173.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
125957,Legna Verdecia Rodrguez,F,27.0,154.0,52.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,Gold
125980,Krisztin Verb,M,23.0,190.0,88.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
125981,kos Vereckei,M,23.0,188.0,88.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
125981,kos Vereckei,M,26.0,188.0,88.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
125985,Jasa Veremalua,M,28.0,195.0,98.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
125996,Valentin Verga,M,22.0,180.0,87.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
126035,Maryna Mykolavna Verheliuk (Strilets-),F,26.0,178.0,64.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Bronze
126074,"Gijsbert Theodor ""Gijs"" Vermeulen",M,23.0,189.0,88.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
126076,Klaas Theodoor Vermeulen,M,24.0,179.0,79.0,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
126079,Valerio Vermiglio,M,28.0,197.0,84.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Silver
126096,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Silver
126096,Oleh Yuriyovych Verniaiev,M,22.0,161.0,55.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Gold
126101,Laura Vernizzi,F,18.0,175.0,48.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
126103,"Annabel Morwenna ""Annie"" Vernon",F,25.0,178.0,75.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
126129,Maria Verschoor,F,22.0,164.0,58.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
126144,"Pieter Gilles ""Mechiel"" Versluis",M,29.0,197.0,95.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
126196,Tatyana Leonidovna Veshkurova,F,26.0,175.0,64.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
126199,Yelena Sergeyevna Vesnina,F,30.0,180.0,60.0,Russia-2,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Gold
126212,Mette Vestergaard Larsen (-Brandt),F,24.0,172.0,64.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
126212,Mette Vestergaard Larsen (-Brandt),F,28.0,172.0,64.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
126248,Luca Vettori,M,25.0,200.0,95.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
126257,Maria Valentina Vezzali,F,26.0,164.0,54.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",Gold
126257,Maria Valentina Vezzali,F,26.0,164.0,54.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Gold
126257,Maria Valentina Vezzali,F,30.0,164.0,54.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's Foil, Individual",Gold
126257,Maria Valentina Vezzali,F,34.0,164.0,54.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",Gold
126257,Maria Valentina Vezzali,F,34.0,164.0,54.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Bronze
126257,Maria Valentina Vezzali,F,38.0,164.0,54.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",Bronze
126257,Maria Valentina Vezzali,F,38.0,164.0,54.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
126263,Natalia Va Dufresne Perea,F,31.0,178.0,65.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Silver
126277,Sandro Ricardo Rodrigues Viana,M,31.0,188.0,77.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
126284,Anne-Laure Viard,F,27.0,174.0,68.0,France,FRA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
126297,Frano Vian,M,36.0,192.0,94.0,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
126301,Jimmy Vicaut,M,20.0,188.0,83.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
126330,Giuseppe Vicino,M,23.0,195.0,95.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze
126349,Craig Scott Victory,M,20.0,179.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Bronze
126406,Paolo Vidoz,M,30.0,190.0,94.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,Bronze
126410,Nstor Vicente Vidrio Serrano,M,23.0,179.0,69.0,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
126419,Valerie Viehoff,F,24.0,175.0,59.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Silver
126437,Sbastien Jean Servais Vielledent,M,27.0,190.0,85.0,France,FRA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Double Sculls,Gold
126491,Igors Vihrovs,M,22.0,165.0,62.0,Latvia,LAT,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Gold
126521,Lucas Martn Vila,M,29.0,172.0,75.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
126574,Sunette Stella Viljoen,F,32.0,170.0,72.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Silver
126580,Brenda Villa,F,20.0,163.0,79.0,United States,USA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Silver
126580,Brenda Villa,F,24.0,163.0,79.0,United States,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
126580,Brenda Villa,F,28.0,163.0,79.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
126580,Brenda Villa,F,32.0,163.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
126585,Marco Villa,M,31.0,172.0,75.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Bronze
126756,Aleksandr Nikolayevich Vinokurov,M,26.0,177.0,68.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",Silver
126756,Aleksandr Nikolayevich Vinokurov,M,38.0,177.0,68.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",Gold
126760,Clarence Adam Vinson,M,22.0,155.0,54.0,United States,USA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,Bronze
126783,Samisoni Viriviri,M,28.0,186.0,88.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
126786,Virna Cristine Dantes Dias,F,29.0,185.0,72.0,Brazil,BRA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Bronze
126832,Erzsbet Viski,F,20.0,173.0,69.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
126832,Erzsbet Viski,F,24.0,173.0,69.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
126833,Nina Gennadyevna Vislova,F,25.0,172.0,57.0,Russia,RUS,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Doubles,Bronze
126862,Donata Vitartait,F,27.0,170.0,62.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Bronze
126915,Juan Manuel Vivaldi,M,37.0,180.0,80.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
126933,Elia Viviani,M,27.0,177.0,70.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Gold
126950,Nicola Vizzoni,M,26.0,193.0,126.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,Silver
126975,Blanka Vlai,F,24.0,193.0,71.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's High Jump,Silver
126975,Blanka Vlai,F,32.0,193.0,71.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Bronze
126983,Roman Andreyevich Vlasov,M,21.0,175.0,75.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
126983,Roman Andreyevich Vlasov,M,25.0,175.0,75.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
126993,Erik Vlek,M,22.0,189.0,89.0,Slovakia,SVK,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
126993,Erik Vlek,M,26.0,189.0,89.0,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
126993,Erik Vlek,M,34.0,189.0,89.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
127017,Nataliya Aleksandrovna Vodopyanova,F,23.0,188.0,78.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
127017,Nataliya Aleksandrovna Vodopyanova,F,27.0,188.0,78.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze
127043,Kristina Vogel,F,21.0,160.0,66.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold
127043,Kristina Vogel,F,25.0,160.0,66.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,Gold
127043,Kristina Vogel,F,25.0,160.0,66.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,Bronze
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,25.0,181.0,90.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,29.0,181.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
127162,Jaroslav Volf,M,24.0,178.0,76.0,Czech Republic-1,CZE,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
127162,Jaroslav Volf,M,28.0,178.0,76.0,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
127176,Stephan Volkert,M,29.0,200.0,105.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Bronze
127183,Aleksandr Aleksandrovich Volkov,M,23.0,210.0,90.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
127183,Aleksandr Aleksandrovich Volkov,M,27.0,210.0,90.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
127202,Yekaterina Gennadyevna Volkova (-Mastrova),F,30.0,166.0,56.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze
127216,Dana Whitney Vollmer (-Grant),F,16.0,185.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Gold
127216,Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
127216,Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,Bronze
127216,Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127225,Marina Ivanovna Volnova,F,22.0,170.0,,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Middleweight,Bronze
127235,Lyubov Mikhaylovna Volosova,F,29.0,165.0,63.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
127239,Bryan Daniel Volpenhein,M,27.0,191.0,102.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
127239,Bryan Daniel Volpenhein,M,31.0,191.0,102.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
127250,Gintar Volungeviit-Scheidt,F,25.0,172.0,63.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's One Person Dinghy,Silver
127275,Frank von Behren,M,27.0,198.0,97.0,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver
127470,Albert Bernard Voorn,M,44.0,180.0,77.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
127481,Igor Vori,M,23.0,202.0,111.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
127481,Igor Vori,M,31.0,202.0,111.0,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
127483,Oleksandr Serhiyovych Vorobiov,M,23.0,158.0,55.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,Bronze
127491,Nataliya Vitalyevna Vorobyova,F,21.0,174.0,69.0,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold
127491,Nataliya Vitalyevna Vorobyova,F,25.0,174.0,69.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Silver
127500,Lev Gennadiyevich Voronin,M,29.0,185.0,83.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
127503,Olena Oleksandrivna Voronina,F,26.0,165.0,65.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Silver
127515,Yevgeny Sergeyevich Voronov,M,26.0,193.0,87.0,Russia,RUS,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Bronze
127522,"Zsuzsanna ""Zsuzsa"" Vrs",F,27.0,172.0,60.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
127534,Marianne Vos,F,21.0,169.0,59.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Points Race,Gold
127534,Marianne Vos,F,25.0,169.0,59.0,Netherlands,NED,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Gold
127580,Aleksey Nikolayevich Voyevodin,M,34.0,178.0,68.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,Bronze
127585,Anastasiya Sergeyevna Voynova,F,23.0,162.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,Silver
127604,Ljubomir Vranjes,M,26.0,166.0,79.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
